1560953593.821207 server started (83070): version 2.7, socket /private/tmp/tmux-501/default, protocol 8
1560953593.821255 on Darwin 18.6.0 Darwin Kernel Version 18.6.0: Thu Apr 25 23:16:27 PDT 2019; root:xnu-4903.261.4~2/RELEASE_X86_64; libevent 2.1.8-stable (select)
1560953593.823064 add peer 0x108201000: 9 (0x7f9ccb003800)
1560953593.823102 new client 0x7f9ccb003800
1560953593.823193 loading /usr/local/etc/tmux.conf
1560953593.823214 loading /Users/james/.tmux.conf
1560953593.823482 /Users/james/.tmux.conf: source-file "${HOME}/configs/.tmux.conf"
1560953593.823519 /Users/james/.tmux.conf: source-file "${HOME}/.tmux-themepack/powerline/block/cyan.tmuxtheme"
1560953593.823559 server loop enter
1560953593.827270 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827273 cmd_find_current_client: no target, return 0x0
1560953593.827280 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827283 cmd_find_current_client: no target, return 0x0
1560953593.827289 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827293 cmd_find_current_client: no target, return 0x0
1560953593.827299 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827303 cmd_find_current_client: no target, return 0x0
1560953593.827309 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827313 cmd_find_current_client: no target, return 0x0
1560953593.827319 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827323 cmd_find_current_client: no target, return 0x0
1560953593.827329 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827333 cmd_find_current_client: no target, return 0x0
1560953593.827339 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827342 cmd_find_current_client: no target, return 0x0
1560953593.827356 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827360 cmd_find_current_client: no target, return 0x0
1560953593.827366 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827370 cmd_find_current_client: no target, return 0x0
1560953593.827376 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827380 cmd_find_current_client: no target, return 0x0
1560953593.827386 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827390 cmd_find_current_client: no target, return 0x0
1560953593.827396 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827400 cmd_find_current_client: no target, return 0x0
1560953593.827406 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827410 cmd_find_current_client: no target, return 0x0
1560953593.827417 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827420 cmd_find_current_client: no target, return 0x0
1560953593.827426 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827430 cmd_find_current_client: no target, return 0x0
1560953593.827436 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827440 cmd_find_current_client: no target, return 0x0
1560953593.827446 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827450 cmd_find_current_client: no target, return 0x0
1560953593.827457 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827463 cmd_find_current_client: no target, return 0x0
1560953593.827472 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827476 cmd_find_current_client: no target, return 0x0
1560953593.827482 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827486 cmd_find_current_client: no target, return 0x0
1560953593.827492 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827496 cmd_find_current_client: no target, return 0x0
1560953593.827502 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827506 cmd_find_current_client: no target, return 0x0
1560953593.827512 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827516 cmd_find_current_client: no target, return 0x0
1560953593.827522 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827525 cmd_find_current_client: no target, return 0x0
1560953593.827532 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827535 cmd_find_current_client: no target, return 0x0
1560953593.827541 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827545 cmd_find_current_client: no target, return 0x0
1560953593.827551 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827554 cmd_find_current_client: no target, return 0x0
1560953593.827560 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827564 cmd_find_current_client: no target, return 0x0
1560953593.827569 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827573 cmd_find_current_client: no target, return 0x0
1560953593.827579 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827583 cmd_find_current_client: no target, return 0x0
1560953593.827589 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827593 cmd_find_current_client: no target, return 0x0
1560953593.827599 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827603 cmd_find_current_client: no target, return 0x0
1560953593.827609 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827612 cmd_find_current_client: no target, return 0x0
1560953593.827618 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827622 cmd_find_current_client: no target, return 0x0
1560953593.827628 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827632 cmd_find_current_client: no target, return 0x0
1560953593.827638 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827642 cmd_find_current_client: no target, return 0x0
1560953593.827647 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827651 cmd_find_current_client: no target, return 0x0
1560953593.827657 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827669 cmd_find_current_client: no target, return 0x0
1560953593.827675 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827679 cmd_find_current_client: no target, return 0x0
1560953593.827685 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827688 cmd_find_current_client: no target, return 0x0
1560953593.827695 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827698 cmd_find_current_client: no target, return 0x0
1560953593.827705 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827708 cmd_find_current_client: no target, return 0x0
1560953593.827714 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827718 cmd_find_current_client: no target, return 0x0
1560953593.827724 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827728 cmd_find_current_client: no target, return 0x0
1560953593.827734 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827737 cmd_find_current_client: no target, return 0x0
1560953593.827743 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827747 cmd_find_current_client: no target, return 0x0
1560953593.827753 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827756 cmd_find_current_client: no target, return 0x0
1560953593.827762 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827766 cmd_find_current_client: no target, return 0x0
1560953593.827772 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827775 cmd_find_current_client: no target, return 0x0
1560953593.827781 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827785 cmd_find_current_client: no target, return 0x0
1560953593.827791 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827795 cmd_find_current_client: no target, return 0x0
1560953593.827801 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827804 cmd_find_current_client: no target, return 0x0
1560953593.827810 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827814 cmd_find_current_client: no target, return 0x0
1560953593.827820 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827824 cmd_find_current_client: no target, return 0x0
1560953593.827830 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827834 cmd_find_current_client: no target, return 0x0
1560953593.827840 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827844 cmd_find_current_client: no target, return 0x0
1560953593.827850 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827854 cmd_find_current_client: no target, return 0x0
1560953593.827860 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827864 cmd_find_current_client: no target, return 0x0
1560953593.827870 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827874 cmd_find_current_client: no target, return 0x0
1560953593.827880 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827884 cmd_find_current_client: no target, return 0x0
1560953593.827890 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827894 cmd_find_current_client: no target, return 0x0
1560953593.827900 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827903 cmd_find_current_client: no target, return 0x0
1560953593.827910 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827913 cmd_find_current_client: no target, return 0x0
1560953593.827919 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827923 cmd_find_current_client: no target, return 0x0
1560953593.827929 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827933 cmd_find_current_client: no target, return 0x0
1560953593.827939 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827943 cmd_find_current_client: no target, return 0x0
1560953593.827949 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827952 cmd_find_current_client: no target, return 0x0
1560953593.827958 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827964 cmd_find_current_client: no target, return 0x0
1560953593.827984 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.827991 cmd_find_current_client: no target, return 0x0
1560953593.827999 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828003 cmd_find_current_client: no target, return 0x0
1560953593.828010 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828014 cmd_find_current_client: no target, return 0x0
1560953593.828021 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828025 cmd_find_current_client: no target, return 0x0
1560953593.828032 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828036 cmd_find_current_client: no target, return 0x0
1560953593.828044 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828049 cmd_find_current_client: no target, return 0x0
1560953593.828057 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828062 cmd_find_current_client: no target, return 0x0
1560953593.828069 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828074 cmd_find_current_client: no target, return 0x0
1560953593.828082 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828088 cmd_find_current_client: no target, return 0x0
1560953593.828096 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828102 cmd_find_current_client: no target, return 0x0
1560953593.828111 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828118 cmd_find_current_client: no target, return 0x0
1560953593.828127 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828133 cmd_find_current_client: no target, return 0x0
1560953593.828142 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828148 cmd_find_current_client: no target, return 0x0
1560953593.828157 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828163 cmd_find_current_client: no target, return 0x0
1560953593.828172 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828177 cmd_find_current_client: no target, return 0x0
1560953593.828186 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828191 cmd_find_current_client: no target, return 0x0
1560953593.828199 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828204 cmd_find_current_client: no target, return 0x0
1560953593.828213 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828217 cmd_find_current_client: no target, return 0x0
1560953593.828224 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828228 cmd_find_current_client: no target, return 0x0
1560953593.828237 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828241 cmd_find_current_client: no target, return 0x0
1560953593.828249 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828254 cmd_find_current_client: no target, return 0x0
1560953593.828262 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828266 cmd_find_current_client: no target, return 0x0
1560953593.828274 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828278 cmd_find_current_client: no target, return 0x0
1560953593.828285 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828289 cmd_find_current_client: no target, return 0x0
1560953593.828295 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828299 cmd_find_current_client: no target, return 0x0
1560953593.828306 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828309 cmd_find_current_client: no target, return 0x0
1560953593.828316 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828319 cmd_find_current_client: no target, return 0x0
1560953593.828326 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828330 cmd_find_current_client: no target, return 0x0
1560953593.828336 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828340 cmd_find_current_client: no target, return 0x0
1560953593.828346 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828350 cmd_find_current_client: no target, return 0x0
1560953593.828356 cmdq_next <global>: command[bind-key] (0), flags 0
1560953593.828373 cmd_find_current_client: no target, return 0x0
1560953593.828382 cmdq_next <global>: command[source-file] (0), flags 0
1560953593.828388 cmd_find_current_client: no target, return 0x0
1560953593.828394 cmd_source_file_exec: /Users/james/configs/.tmux.conf
1560953593.828447 loading /Users/james/configs/.tmux.conf
1560953593.828727 /Users/james/configs/.tmux.conf: 
1560953593.828740 /Users/james/configs/.tmux.conf: # remap prefix from 'C-b' to 'C-a'
1560953593.828747 /Users/james/configs/.tmux.conf: unbind C-b
1560953593.828764 /Users/james/configs/.tmux.conf: set-option -g prefix C-a
1560953593.828778 /Users/james/configs/.tmux.conf: bind-key C-a send-prefix
1560953593.828789 /Users/james/configs/.tmux.conf: 
1560953593.828795 /Users/james/configs/.tmux.conf: # split panes using | and -
1560953593.828801 /Users/james/configs/.tmux.conf: bind | split-window -h
1560953593.828812 /Users/james/configs/.tmux.conf: bind - split-window -v
1560953593.828825 /Users/james/configs/.tmux.conf: unbind '"'
1560953593.828836 /Users/james/configs/.tmux.conf: unbind %
1560953593.828847 /Users/james/configs/.tmux.conf: 
1560953593.828854 /Users/james/configs/.tmux.conf: # reload config file (change file location to your the tmux.conf you want to use)
1560953593.828861 /Users/james/configs/.tmux.conf: bind r source-file ~/configs/.tmux.conf
1560953593.828876 /Users/james/configs/.tmux.conf: 
1560953593.828885 /Users/james/configs/.tmux.conf: # switch panes using Alt-arrow without prefix
1560953593.828892 /Users/james/configs/.tmux.conf: bind -n M-Left select-pane -L
1560953593.828905 /Users/james/configs/.tmux.conf: bind -n M-Right select-pane -R
1560953593.828919 /Users/james/configs/.tmux.conf: bind -n M-Up select-pane -U
1560953593.828934 /Users/james/configs/.tmux.conf: bind -n M-Down select-pane -D
1560953593.828948 /Users/james/configs/.tmux.conf: 
1560953593.828956 /Users/james/configs/.tmux.conf: # Enable mouse mode (tmux 2.1 and above)
1560953593.828963 /Users/james/configs/.tmux.conf: set -g mouse on
1560953593.828975 /Users/james/configs/.tmux.conf: 
1560953593.828983 /Users/james/configs/.tmux.conf: #-------------------------------------------------------#
1560953593.828990 /Users/james/configs/.tmux.conf: #Pane colours
1560953593.828997 /Users/james/configs/.tmux.conf: #-------------------------------------------------------#
1560953593.829004 /Users/james/configs/.tmux.conf: # set inactive/active window styles
1560953593.829012 /Users/james/configs/.tmux.conf: set -g window-style 'fg=colour245,bg=colour236'
1560953593.829027 /Users/james/configs/.tmux.conf: set -g window-active-style 'fg=colour255,bg=black'
1560953593.829043 /Users/james/configs/.tmux.conf:  
1560953593.829055 /Users/james/configs/.tmux.conf: #pane border
1560953593.829062 /Users/james/configs/.tmux.conf:  set -g pane-border-bg colour235
1560953593.829076 /Users/james/configs/.tmux.conf:  set -g pane-border-fg colour238
1560953593.829090 /Users/james/configs/.tmux.conf:  set -g pane-active-border-bg colour236
1560953593.829104 /Users/james/configs/.tmux.conf:  set -g pane-active-border-fg colour51
1560953593.829119 /Users/james/configs/.tmux.conf: #-------------------------------------------------------#
1560953593.829127 /Users/james/configs/.tmux.conf: 
1560953593.829134 /Users/james/configs/.tmux.conf: # Smart pane switching with awareness of Vim splits.
1560953593.829141 /Users/james/configs/.tmux.conf: # See: https://github.com/christoomey/vim-tmux-navigator
1560953593.829149 /Users/james/configs/.tmux.conf: is_vim="ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\\\S+\\\\/)?g?(view|n?vim?x?)(diff)?$'"
1560953593.829180 /Users/james/configs/.tmux.conf: bind-key -n C-h if-shell "$is_vim" "send-keys C-h"  "select-pane -L"
1560953593.829206 /Users/james/configs/.tmux.conf: bind-key -n C-j if-shell "$is_vim" "send-keys C-j"  "select-pane -D"
1560953593.829225 /Users/james/configs/.tmux.conf: bind-key -n C-k if-shell "$is_vim" "send-keys C-k"  "select-pane -U"
1560953593.829243 /Users/james/configs/.tmux.conf: bind-key -n C-l if-shell "$is_vim" "send-keys C-l"  "select-pane -R"
1560953593.829280 /Users/james/configs/.tmux.conf: bind-key -n C-\\ if-shell "$is_vim" "send-keys C-\\\\" "select-pane -l"
1560953593.829299 /Users/james/configs/.tmux.conf: bind-key -T copy-mode-vi C-h select-pane -L
1560953593.829317 /Users/james/configs/.tmux.conf: bind-key -T copy-mode-vi C-j select-pane -D
1560953593.829332 /Users/james/configs/.tmux.conf: bind-key -T copy-mode-vi C-k select-pane -U
1560953593.829346 /Users/james/configs/.tmux.conf: bind-key -T copy-mode-vi C-l select-pane -R
1560953593.829361 /Users/james/configs/.tmux.conf: bind-key -T copy-mode-vi C-\\ select-pane -l
